Date;Filière;Valeur (TWh)
1995-01;"Nucléaire";36,909
1995-02;"Nucléaire";30,157
1995-03;"Nucléaire";32,737
1995-04;"Nucléaire";29,125
1995-05;"Nucléaire";26,749
1995-06;"Nucléaire";25,495
1995-07;"Nucléaire";26,685
1995-08;"Nucléaire";27,486
1995-09;"Nucléaire";26,508
1995-10;"Nucléaire";29,582
1995-11;"Nucléaire";32,815
1995-12;"Nucléaire";34,531
1996-01;"Nucléaire";36,782
1996-02;"Nucléaire";34,024
1996-03;"Nucléaire";34,341
1996-04;"Nucléaire";31,693
1996-05;"Nucléaire";28,81
1996-06;"Nucléaire";26,22
1996-07;"Nucléaire";28,556
1996-08;"Nucléaire";28,291
1996-09;"Nucléaire";29,29
1996-10;"Nucléaire";32,395
1996-11;"Nucléaire";33,218
1996-12;"Nucléaire";34,605
1997-01;"Nucléaire";35,313
1997-02;"Nucléaire";31,136
1997-03;"Nucléaire";32,66
1997-04;"Nucléaire";33,205
1997-05;"Nucléaire";29,722
1997-06;"Nucléaire";27,728
1997-07;"Nucléaire";28,69
1997-08;"Nucléaire";27,994
1997-09;"Nucléaire";28,908
1997-10;"Nucléaire";32,644
1997-11;"Nucléaire";33,259
1997-12;"Nucléaire";34,676
1998-01;"Nucléaire";36,954
1998-02;"Nucléaire";33,565
1998-03;"Nucléaire";34,315
1998-04;"Nucléaire";29,984
1998-05;"Nucléaire";28,369
1998-06;"Nucléaire";27,214
1998-07;"Nucléaire";27,803
1998-08;"Nucléaire";24,47
1998-09;"Nucléaire";27,45
1998-10;"Nucléaire";31,551
1998-11;"Nucléaire";32,598
1998-12;"Nucléaire";34,227
1999-01;"Nucléaire";36,266
1999-02;"Nucléaire";32,072
1999-03;"Nucléaire";32,785
1999-04;"Nucléaire";31,826
1999-05;"Nucléaire";26,807
1999-06;"Nucléaire";27,098
1999-07;"Nucléaire";29,901
1999-08;"Nucléaire";28,715
1999-09;"Nucléaire";29,687
1999-10;"Nucléaire";32,075
1999-11;"Nucléaire";32,92
1999-12;"Nucléaire";34,762
2000-01;"Nucléaire";36,298
2000-02;"Nucléaire";33,699
2000-03;"Nucléaire";35,869
2000-04;"Nucléaire";32,216
2000-05;"Nucléaire";30,667
2000-06;"Nucléaire";29,45
2000-07;"Nucléaire";31,112
2000-08;"Nucléaire";30,301
2000-09;"Nucléaire";31,039
2000-10;"Nucléaire";33,379
2000-11;"Nucléaire";34,639
2000-12;"Nucléaire";36,531
2001-01;"Nucléaire";38,723
2001-02;"Nucléaire";33,166
2001-03;"Nucléaire";33,605
2001-04;"Nucléaire";31,417
2001-05;"Nucléaire";28,757
2001-06;"Nucléaire";28,39
2001-07;"Nucléaire";31,032
2001-08;"Nucléaire";30,607
2001-09;"Nucléaire";32,756
2001-10;"Nucléaire";35,628
2001-11;"Nucléaire";37,051
2001-12;"Nucléaire";38,453
2002-01;"Nucléaire";40,003
2002-02;"Nucléaire";34,316
2002-03;"Nucléaire";35,481
2002-04;"Nucléaire";35,513
2002-05;"Nucléaire";33,522
2002-06;"Nucléaire";31,07
2002-07;"Nucléaire";32,89
2002-08;"Nucléaire";30,347
2002-09;"Nucléaire";32,104
2002-10;"Nucléaire";35,087
2002-11;"Nucléaire";36,195
2002-12;"Nucléaire";38,987
2003-01;"Nucléaire";40,335
2003-02;"Nucléaire";36,454
2003-03;"Nucléaire";35,837
2003-04;"Nucléaire";34,449
2003-05;"Nucléaire";32,444
2003-06;"Nucléaire";30,969
2003-07;"Nucléaire";33,132
2003-08;"Nucléaire";29,972
2003-09;"Nucléaire";31,437
2003-10;"Nucléaire";35,451
2003-11;"Nucléaire";37,666
2003-12;"Nucléaire";41,668
2004-01;"Nucléaire";41,764
2004-02;"Nucléaire";36,195
2004-03;"Nucléaire";36,113
2004-04;"Nucléaire";33,943
2004-05;"Nucléaire";32,039
2004-06;"Nucléaire";30,499
2004-07;"Nucléaire";32,408
2004-08;"Nucléaire";30,449
2004-09;"Nucléaire";33,064
2004-10;"Nucléaire";37,584
2004-11;"Nucléaire";39,283
2004-12;"Nucléaire";43,542
2005-01;"Nucléaire";42,475
2005-02;"Nucléaire";36,432
2005-03;"Nucléaire";36,777
2005-04;"Nucléaire";33,286
2005-05;"Nucléaire";33,345
2005-06;"Nucléaire";32,849
2005-07;"Nucléaire";32,109
2005-08;"Nucléaire";33,132
2005-09;"Nucléaire";33,41
2005-10;"Nucléaire";35,715
2005-11;"Nucléaire";38,395
2005-12;"Nucléaire";42,053
2006-01;"Nucléaire";42,768
2006-02;"Nucléaire";35,118
2006-03;"Nucléaire";35,324
2006-04;"Nucléaire";35,88
2006-05;"Nucléaire";33,949
2006-06;"Nucléaire";32,834
2006-07;"Nucléaire";32,9
2006-08;"Nucléaire";32,698
2006-09;"Nucléaire";33,831
2006-10;"Nucléaire";35,706
2006-11;"Nucléaire";37,249
2006-12;"Nucléaire";40,408
2007-01;"Nucléaire";40,872
2007-02;"Nucléaire";36,169
2007-03;"Nucléaire";36,738
2007-04;"Nucléaire";31,721
2007-05;"Nucléaire";31,803
2007-06;"Nucléaire";30,865
2007-07;"Nucléaire";31,819
2007-08;"Nucléaire";32,611
2007-09;"Nucléaire";33,301
2007-10;"Nucléaire";36,896
2007-11;"Nucléaire";35,806
2007-12;"Nucléaire";40,008
2008-01;"Nucléaire";40,922
2008-02;"Nucléaire";38,9
2008-03;"Nucléaire";37,203
2008-04;"Nucléaire";34,294
2008-05;"Nucléaire";31,972
2008-06;"Nucléaire";28,517
2008-07;"Nucléaire";31,835
2008-08;"Nucléaire";32,025
2008-09;"Nucléaire";31,239
2008-10;"Nucléaire";33,949
2008-11;"Nucléaire";36,113
2008-12;"Nucléaire";41,309
2009-01;"Nucléaire";43,093
2009-02;"Nucléaire";37,051
2009-03;"Nucléaire";35,932
2009-04;"Nucléaire";30,862
2009-05;"Nucléaire";29,883
2009-06;"Nucléaire";27,129
2009-07;"Nucléaire";28,9
2009-08;"Nucléaire";28,228
2009-09;"Nucléaire";28,68
2009-10;"Nucléaire";30,932
2009-11;"Nucléaire";31,461
2009-12;"Nucléaire";37,847
2010-01;"Nucléaire";40,313
2010-02;"Nucléaire";36,316
2010-03;"Nucléaire";35,984
2010-04;"Nucléaire";31,294
2010-05;"Nucléaire";29,372
2010-06;"Nucléaire";29,575
2010-07;"Nucléaire";31,744
2010-08;"Nucléaire";32,391
2010-09;"Nucléaire";31,657
2010-10;"Nucléaire";31,885
2010-11;"Nucléaire";35,455
2010-12;"Nucléaire";41,889
2011-01;"Nucléaire";43,853
2011-02;"Nucléaire";38,328
2011-03;"Nucléaire";37,688
2011-04;"Nucléaire";32,85
2011-05;"Nucléaire";33,07
2011-06;"Nucléaire";32,589
2011-07;"Nucléaire";33,487
2011-08;"Nucléaire";31,383
2011-09;"Nucléaire";31,477
2011-10;"Nucléaire";32,824
2011-11;"Nucléaire";33,705
2011-12;"Nucléaire";39,864
2012-01;"Nucléaire";42,811
2012-02;"Nucléaire";38,661
2012-03;"Nucléaire";37,549
2012-04;"Nucléaire";33,1
2012-05;"Nucléaire";29,058
2012-06;"Nucléaire";26,562
2012-07;"Nucléaire";28,818
2012-08;"Nucléaire";28,314
2012-09;"Nucléaire";30,13
2012-10;"Nucléaire";32,848
2012-11;"Nucléaire";37,119
2012-12;"Nucléaire";39,912
2013-01;"Nucléaire";42,406
2013-02;"Nucléaire";36,754
2013-03;"Nucléaire";36,786
2013-04;"Nucléaire";31,498
2013-05;"Nucléaire";31,172
2013-06;"Nucléaire";28,62
2013-07;"Nucléaire";30,695
2013-08;"Nucléaire";29,908
2013-09;"Nucléaire";29,759
2013-10;"Nucléaire";31,105
2013-11;"Nucléaire";34,631
2013-12;"Nucléaire";40,423
2014-01;"Nucléaire";42,697272529
2014-02;"Nucléaire";36,396235447
2014-03;"Nucléaire";35,796054646
2014-04;"Nucléaire";31,206547209
2014-05;"Nucléaire";31,710544312
2014-06;"Nucléaire";30,991109222
2014-07;"Nucléaire";33,390878366
2014-08;"Nucléaire";30,98214339
2014-09;"Nucléaire";31,938587067
2014-10;"Nucléaire";32,797760455
2014-11;"Nucléaire";36,286603252
2014-12;"Nucléaire";41,63302429
2015-01;"Nucléaire";43,791488657
2015-02;"Nucléaire";37,482320665
2015-03;"Nucléaire";36,914547292
2015-04;"Nucléaire";31,186698518
2015-05;"Nucléaire";30,328966017
2015-06;"Nucléaire";30,717391599
2015-07;"Nucléaire";33,268760518
2015-08;"Nucléaire";31,992992083
2015-09;"Nucléaire";30,632457517
2015-10;"Nucléaire";34,485949151
2015-11;"Nucléaire";35,678647455
2015-12;"Nucléaire";40,291619544
2016-01;"Nucléaire";41,588497132
2016-02;"Nucléaire";37,323009399
2016-03;"Nucléaire";37,177149961
2016-04;"Nucléaire";31,057041779
2016-05;"Nucléaire";29,4393355
2016-06;"Nucléaire";28,639486961
2016-07;"Nucléaire";28,342361051
2016-08;"Nucléaire";27,113130645
2016-09;"Nucléaire";26,478460131
2016-10;"Nucléaire";29,019544167
2016-11;"Nucléaire";31,148968325
2016-12;"Nucléaire";36,648669139
2017-01;"Nucléaire";40,491546163667
2017-02;"Nucléaire";33,689348332999
2017-03;"Nucléaire";34,272584850666
2017-04;"Nucléaire";31,752167625837
2017-05;"Nucléaire";30,136479560664
2017-06;"Nucléaire";26,881570487665
2017-07;"Nucléaire";28,158949644167
2017-08;"Nucléaire";28,585312193166
2017-09;"Nucléaire";29,345826152166
2017-10;"Nucléaire";28,053906030166
2017-11;"Nucléaire";30,334659935334
2017-12;"Nucléaire";37,382680159334
2018-01;"Nucléaire";40,792988055835
2018-02;"Nucléaire";36,409552789833
2018-03;"Nucléaire";35,678215544833
2018-04;"Nucléaire";30,592859141335
2018-05;"Nucléaire";30,581938587499
2018-06;"Nucléaire";28,624022986332
2018-07;"Nucléaire";29,958812298334
2018-08;"Nucléaire";27,294682993332
2018-09;"Nucléaire";30,098993516666
2018-10;"Nucléaire";31,613910839835
2018-11;"Nucléaire";32,658276813835
2018-12;"Nucléaire";38,890266086336
2019-01;"Nucléaire";40,157955925498
2019-02;"Nucléaire";36,089868409333
2019-03;"Nucléaire";35,497659047164
2019-04;"Nucléaire";31,756632938166
2019-05;"Nucléaire";31,668783221834
2019-06;"Nucléaire";28,560142913833
2019-07;"Nucléaire";29,194282207
2019-08;"Nucléaire";27,721121022336
2019-09;"Nucléaire";27,533421486166
2019-10;"Nucléaire";29,162874816835
2019-11;"Nucléaire";29,133620008001
2019-12;"Nucléaire";32,985749514833
2020-01;"Nucléaire";37,352402387335
2020-02;"Nucléaire";33,178534617999
2020-03;"Nucléaire";30,624812352833
2020-04;"Nucléaire";26,823503685165
2020-05;"Nucléaire";24,714613243335
2020-06;"Nucléaire";21,334927722834
2020-07;"Nucléaire";22,499430358665
2020-08;"Nucléaire";22,876502343833
2020-09;"Nucléaire";21,739624139499
2020-10;"Nucléaire";28,271624456833
2020-11;"Nucléaire";31,565610909489
2020-12;"Nucléaire";34,432370352228
2021-01;"Nucléaire";37,175143319168
2021-02;"Nucléaire";30,3371484415
2021-03;"Nucléaire";31,694793340835
2021-04;"Nucléaire";27,208831891504
2021-05;"Nucléaire";27,573972981664
2021-06;"Nucléaire";27,714204401833
2021-07;"Nucléaire";28,449016341997
2021-08;"Nucléaire";29,010562501168
2021-09;"Nucléaire";29,001127703837
2021-10;"Nucléaire";30,657033306334
2021-11;"Nucléaire";30,370324262001
2021-12;"Nucléaire";31,50228564517
2022-01;"Nucléaire";35,219864213334
2022-02;"Nucléaire";29,577611468335
2022-03;"Nucléaire";26,851697452831
2022-04;"Nucléaire";21,765642987836
2022-05;"Nucléaire";20,529498721993
2022-06;"Nucléaire";20,17482027178
2022-07;"Nucléaire";18,780955418368
2022-08;"Nucléaire";18,133046551453
2022-09;"Nucléaire";18,190495550696
2022-10;"Nucléaire";20,224827015238
2022-11;"Nucléaire";21,597263652954
2022-12;"Nucléaire";27,912368646209
2023-01;"Nucléaire";30,770802043993
2023-02;"Nucléaire";28,786862810671
2023-03;"Nucléaire";25,637451082995
2023-04;"Nucléaire";24,990759670505
2023-05;"Nucléaire";25,177700359665
2023-06;"Nucléaire";22,724848177331
2023-07;"Nucléaire";24,064828688656
2023-08;"Nucléaire";23,945608370675
2023-09;"Nucléaire";26,942037019678
2023-10;"Nucléaire";28,251279104675
2023-11;"Nucléaire";27,580344227837
2023-12;"Nucléaire";31,531482358595
2024-01;"Nucléaire";35,926897228687
2024-02;"Nucléaire";30,733478205265
2024-03;"Nucléaire";29,816561
1995-01;"Hydraulique";7,716
1995-02;"Hydraulique";7,403
1995-03;"Hydraulique";8,33
1995-04;"Hydraulique";6,564
1995-05;"Hydraulique";7,624
1995-06;"Hydraulique";7,101
1995-07;"Hydraulique";6,325
1995-08;"Hydraulique";4,538
1995-09;"Hydraulique";5,324
1995-10;"Hydraulique";4,69
1995-11;"Hydraulique";4,484
1995-12;"Hydraulique";5,691
1996-01;"Hydraulique";7,083
1996-02;"Hydraulique";6,652
1996-03;"Hydraulique";5,788
1996-04;"Hydraulique";4,849
1996-05;"Hydraulique";6,481
1996-06;"Hydraulique";6,173
1996-07;"Hydraulique";5,423
1996-08;"Hydraulique";4,398
1996-09;"Hydraulique";4,16
1996-10;"Hydraulique";4,534
1996-11;"Hydraulique";6,017
1996-12;"Hydraulique";8,375
1997-01;"Hydraulique";7,622
1997-02;"Hydraulique";5,982
1997-03;"Hydraulique";5,32
1997-04;"Hydraulique";4,461
1997-05;"Hydraulique";5,75
1997-06;"Hydraulique";5,946
1997-07;"Hydraulique";6,626
1997-08;"Hydraulique";5,045
1997-09;"Hydraulique";4,564
1997-10;"Hydraulique";4,48
1997-11;"Hydraulique";4,919
1997-12;"Hydraulique";6,512
1998-01;"Hydraulique";6,864
1998-02;"Hydraulique";5,133
1998-03;"Hydraulique";5,152
1998-04;"Hydraulique";6,204
1998-05;"Hydraulique";6,425
1998-06;"Hydraulique";6,259
1998-07;"Hydraulique";4,333
1998-08;"Hydraulique";3,404
1998-09;"Hydraulique";4,024
1998-10;"Hydraulique";6,085
1998-11;"Hydraulique";6,365
1998-12;"Hydraulique";5,547
1999-01;"Hydraulique";5,242
1999-02;"Hydraulique";6,281
1999-03;"Hydraulique";6,894
1999-04;"Hydraulique";6,589
1999-05;"Hydraulique";8,47
1999-06;"Hydraulique";7,103
1999-07;"Hydraulique";5,762
1999-08;"Hydraulique";4,966
1999-09;"Hydraulique";4,985
1999-10;"Hydraulique";6,307
1999-11;"Hydraulique";6,719
1999-12;"Hydraulique";7,376
2000-01;"Hydraulique";5,738
2000-02;"Hydraulique";5,61
2000-03;"Hydraulique";6,087
2000-04;"Hydraulique";6,201
2000-05;"Hydraulique";7,575
2000-06;"Hydraulique";6,252
2000-07;"Hydraulique";5,072
2000-08;"Hydraulique";4,702
2000-09;"Hydraulique";4,584
2000-10;"Hydraulique";5,593
2000-11;"Hydraulique";7,352
2000-12;"Hydraulique";6,827
2001-01;"Hydraulique";7,678
2001-02;"Hydraulique";6,641
2001-03;"Hydraulique";8,341
2001-04;"Hydraulique";8,642
2001-05;"Hydraulique";8,687
2001-06;"Hydraulique";7,086
2001-07;"Hydraulique";6,585
2001-08;"Hydraulique";4,884
2001-09;"Hydraulique";4,53
2001-10;"Hydraulique";4,93
2001-11;"Hydraulique";4,506
2001-12;"Hydraulique";4,8
2002-01;"Hydraulique";4,423
2002-02;"Hydraulique";4,222
2002-03;"Hydraulique";5,739
2002-04;"Hydraulique";4,293
2002-05;"Hydraulique";6,069
2002-06;"Hydraulique";6,23
2002-07;"Hydraulique";4,82
2002-08;"Hydraulique";4,775
2002-09;"Hydraulique";4,765
2002-10;"Hydraulique";5,624
2002-11;"Hydraulique";6,799
2002-12;"Hydraulique";7,694
2003-01;"Hydraulique";8,451
2003-02;"Hydraulique";7,303
2003-03;"Hydraulique";6,424
2003-04;"Hydraulique";5,001
2003-05;"Hydraulique";5,743
2003-06;"Hydraulique";5,384
2003-07;"Hydraulique";3,957
2003-08;"Hydraulique";3,699
2003-09;"Hydraulique";3,429
2003-10;"Hydraulique";4,832
2003-11;"Hydraulique";4,539
2003-12;"Hydraulique";5,565
2004-01;"Hydraulique";7,034
2004-02;"Hydraulique";6,317
2004-03;"Hydraulique";6,625
2004-04;"Hydraulique";5,546
2004-05;"Hydraulique";6,548
2004-06;"Hydraulique";6,087
2004-07;"Hydraulique";4,838
2004-08;"Hydraulique";4,273
2004-09;"Hydraulique";3,858
2004-10;"Hydraulique";4,171
2004-11;"Hydraulique";4,341
2004-12;"Hydraulique";4,733
2005-01;"Hydraulique";5,022
2005-02;"Hydraulique";5,366
2005-03;"Hydraulique";5,078
2005-04;"Hydraulique";6,012
2005-05;"Hydraulique";6,212
2005-06;"Hydraulique";4,956
2005-07;"Hydraulique";4,111
2005-08;"Hydraulique";3,633
2005-09;"Hydraulique";3,861
2005-10;"Hydraulique";3,752
2005-11;"Hydraulique";3,863
2005-12;"Hydraulique";4,313
2006-01;"Hydraulique";4,21
2006-02;"Hydraulique";4,574
2006-03;"Hydraulique";6,548
2006-04;"Hydraulique";6,968
2006-05;"Hydraulique";6,719
2006-06;"Hydraulique";5,092
2006-07;"Hydraulique";4,386
2006-08;"Hydraulique";3,954
2006-09;"Hydraulique";4,298
2006-10;"Hydraulique";4,994
2006-11;"Hydraulique";4,084
2006-12;"Hydraulique";5,16
2007-01;"Hydraulique";5,366
2007-02;"Hydraulique";5,535
2007-03;"Hydraulique";6,759
2007-04;"Hydraulique";5,331
2007-05;"Hydraulique";6,046
2007-06;"Hydraulique";7,209
2007-07;"Hydraulique";6,147
2007-08;"Hydraulique";5,077
2007-09;"Hydraulique";3,968
2007-10;"Hydraulique";3,898
2007-11;"Hydraulique";3,351
2007-12;"Hydraulique";4,591
2008-01;"Hydraulique";6,038
2008-02;"Hydraulique";4,419
2008-03;"Hydraulique";5,528
2008-04;"Hydraulique";6,986
2008-05;"Hydraulique";7,168
2008-06;"Hydraulique";8,313
2008-07;"Hydraulique";5,981
2008-08;"Hydraulique";4,248
2008-09;"Hydraulique";4,832
2008-10;"Hydraulique";3,749
2008-11;"Hydraulique";5,101
2008-12;"Hydraulique";5,633
2009-01;"Hydraulique";6,08
2009-02;"Hydraulique";5,79
2009-03;"Hydraulique";6,208
2009-04;"Hydraulique";6,593
2009-05;"Hydraulique";7,057
2009-06;"Hydraulique";6,312
2009-07;"Hydraulique";4,872
2009-08;"Hydraulique";3,867
2009-09;"Hydraulique";2,977
2009-10;"Hydraulique";3,069
2009-11;"Hydraulique";3,79
2009-12;"Hydraulique";5,269
2010-01;"Hydraulique";6,307
2010-02;"Hydraulique";5,887
2010-03;"Hydraulique";6,204
2010-04;"Hydraulique";5,684
2010-05;"Hydraulique";6,428
2010-06;"Hydraulique";7,263
2010-07;"Hydraulique";5,41
2010-08;"Hydraulique";4,348
2010-09;"Hydraulique";3,594
2010-10;"Hydraulique";4,023
2010-11;"Hydraulique";5,466
2010-12;"Hydraulique";6,985
2011-01;"Hydraulique";5,981
2011-02;"Hydraulique";4,113
2011-03;"Hydraulique";4,431
2011-04;"Hydraulique";3,998
2011-05;"Hydraulique";3,372
2011-06;"Hydraulique";4,27
2011-07;"Hydraulique";4,174
2011-08;"Hydraulique";3,872
2011-09;"Hydraulique";3,219
2011-10;"Hydraulique";3,257
2011-11;"Hydraulique";3,937
2011-12;"Hydraulique";5,646
2012-01;"Hydraulique";6,741
2012-02;"Hydraulique";5,243
2012-03;"Hydraulique";3,895
2012-04;"Hydraulique";5,302
2012-05;"Hydraulique";7,707
2012-06;"Hydraulique";6,823
2012-07;"Hydraulique";4,901
2012-08;"Hydraulique";3,563
2012-09;"Hydraulique";3,641
2012-10;"Hydraulique";4,534
2012-11;"Hydraulique";4,914
2012-12;"Hydraulique";6,521
2013-01;"Hydraulique";6,905658338
2013-02;"Hydraulique";6,857306401
2013-03;"Hydraulique";6,488119386
2013-04;"Hydraulique";7,241331608
2013-05;"Hydraulique";8,607657303
2013-06;"Hydraulique";7,374165357
2013-07;"Hydraulique";6,40682022
2013-08;"Hydraulique";4,551087074
2013-09;"Hydraulique";4,12534711
2013-10;"Hydraulique";4,854995302
2013-11;"Hydraulique";6,364422227
2013-12;"Hydraulique";5,689341189
2014-01;"Hydraulique";7,029323008149
2014-02;"Hydraulique";7,059827809879
2014-03;"Hydraulique";6,978205372953
2014-04;"Hydraulique";5,780052442885
2014-05;"Hydraulique";6,12894251903
2014-06;"Hydraulique";4,95684040923
2014-07;"Hydraulique";6,127714594928
2014-08;"Hydraulique";5,272236617718
2014-09;"Hydraulique";3,733771294195
2014-10;"Hydraulique";3,757241677861
2014-11;"Hydraulique";4,853922862583
2014-12;"Hydraulique";5,729297941677
2015-01;"Hydraulique";6,203325909086
2015-02;"Hydraulique";6,37459913683
2015-03;"Hydraulique";6,48054917573
2015-04;"Hydraulique";5,728845518074
2015-05;"Hydraulique";6,452224739027
2015-06;"Hydraulique";5,589550626116
2015-07;"Hydraulique";4,008137396214
2015-08;"Hydraulique";3,410344413179
2015-09;"Hydraulique";3,421187415226
2015-10;"Hydraulique";3,873896782054
2015-11;"Hydraulique";3,549972483167
2015-12;"Hydraulique";3,65731752731
2016-01;"Hydraulique";5,676766360289
2016-02;"Hydraulique";6,939796393086
2016-03;"Hydraulique";6,599527576506
2016-04;"Hydraulique";6,461725236334
2016-05;"Hydraulique";6,533701775742
2016-06;"Hydraulique";7,157149687661
2016-07;"Hydraulique";5,275702402381
2016-08;"Hydraulique";3,854307190741
2016-09;"Hydraulique";3,364324384516
2016-10;"Hydraulique";3,056593952634
2016-11;"Hydraulique";4,23961439697
2016-12;"Hydraulique";4,474004969333
2017-01;"Hydraulique";5,191719696343
2017-02;"Hydraulique";4,534442967936
2017-03;"Hydraulique";6,231795510201
2017-04;"Hydraulique";4,145625216537
2017-05;"Hydraulique";5,683113589937
2017-06;"Hydraulique";5,054164756831
2017-07;"Hydraulique";3,861177626576
2017-08;"Hydraulique";3,472256650715
2017-09;"Hydraulique";3,072882835701
2017-10;"Hydraulique";2,717978475526
2017-11;"Hydraulique";3,915132089738
2017-12;"Hydraulique";5,301964507466
2018-01;"Hydraulique";7,285367197789
2018-02;"Hydraulique";7,147797567027
2018-03;"Hydraulique";7,09298239145
2018-04;"Hydraulique";6,930896618128
2018-05;"Hydraulique";7,675226314774
2018-06;"Hydraulique";7,537407624955
2018-07;"Hydraulique";5,253022113393
2018-08;"Hydraulique";3,875767804431
2018-09;"Hydraulique";3,019011347883
2018-10;"Hydraulique";2,914919133107
2018-11;"Hydraulique";3,955858371698
2018-12;"Hydraulique";5,149262504044
2019-01;"Hydraulique";4,962953769328
2019-02;"Hydraulique";5,029546301521
2019-03;"Hydraulique";5,143913143238
2019-04;"Hydraulique";4,483759643048
2019-05;"Hydraulique";5,531757845597
2019-06;"Hydraulique";5,740066522405
2019-07;"Hydraulique";4,371851202491
2019-08;"Hydraulique";3,735866043564
2019-09;"Hydraulique";2,561920904923
2019-10;"Hydraulique";3,772552731541
2019-11;"Hydraulique";6,447940130196
2019-12;"Hydraulique";7,826269989
2020-01;"Hydraulique";6,302382244826
2020-02;"Hydraulique";6,273842814347
2020-03;"Hydraulique";7,323235082196
2020-04;"Hydraulique";5,063186619788
2020-05;"Hydraulique";6,667888615708
2020-06;"Hydraulique";6,345899740482
2020-07;"Hydraulique";4,589093698161
2020-08;"Hydraulique";3,675631095972
2020-09;"Hydraulique";3,347557737861
2020-10;"Hydraulique";5,138152159794
2020-11;"Hydraulique";4,497559968928
2020-12;"Hydraulique";5,740024508428
2021-01;"Hydraulique";7,27203885067
2021-02;"Hydraulique";6,849273932344
2021-03;"Hydraulique";5,883434144176
2021-04;"Hydraulique";3,977240225448
2021-05;"Hydraulique";6,221639855175
2021-06;"Hydraulique";6,18606300256
2021-07;"Hydraulique";5,575264255813
2021-08;"Hydraulique";4,383012663102
2021-09;"Hydraulique";3,394649736098
2021-10;"Hydraulique";2,999912459027
2021-11;"Hydraulique";3,975353129088
2021-12;"Hydraulique";5,29286161859
2022-01;"Hydraulique";5,873801341456
2022-02;"Hydraulique";4,374879157346
2022-03;"Hydraulique";4,557038735393
